id,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
1309,Jason Kidd,PHX,26,193.04,96.161504,California,USA,1994,1,2,50,16.9,6.8,10.8,6.5,0.048,0.146,0.213,0.527,0.431,1998-99
1310,Jason Sasser,VAN,25,200.66,102.0582,Texas Tech,USA,1996,2,41,6,1.8,1.2,0.3,-10.4,0.061,0.192,0.177,0.463,0.1,1998-99
1311,Jason Williams,SAC,23,185.42,86.18248,Florida,USA,1998,1,7,50,12.8,3.1,6,-1.4,0.008,0.08,0.186,0.483,0.243,1998-99
1312,Jayson Williams,NJN,31,205.74,108.86208,St. John's (NY),USA,1990,1,21,30,8.1,12,1.1,-5.7,0.15,0.239,0.13,0.474,0.054,1998-99
1313,Jeff Hornacek,UTA,36,193.04,86.18248,Iowa State,USA,1986,2,46,48,12.2,3.3,4,11.6,0.03,0.099,0.196,0.575,0.231,1998-99
1314,Jeff McInnis,WAS,24,193.04,86.18248,North Carolina,USA,1996,2,37,35,3.7,0.6,2.1,-8.5,0.023,0.035,0.193,0.444,0.317,1998-99
1315,Jeff Sheppard,ATL,24,190.5,86.18248,Kentucky,USA,,,,17,2.4,1.3,0.9,-2.9,0.036,0.098,0.13,0.447,0.157,1998-99
1316,Jelani McCoy,SEA,21,208.28,111.13004,UCLA,USA,1998,2,33,26,5.1,3,0.2,-6.6,0.096,0.171,0.147,0.704,0.023,1998-99
1317,Hakeem Olajuwon,HOU,36,213.36,115.66596,Houston,Nigeria,1984,1,1,50,18.9,9.6,1.8,1.9,0.074,0.226,0.262,0.559,0.097,1998-99
1318,Horace Grant,ORL,33,208.28,111.13004,Clemson,USA,1987,1,10,50,8.9,7,1.8,0.4,0.081,0.164,0.147,0.455,0.095,1998-99
1319,A.C. Green,LAL,36,205.74,102.0582,Oregon State,USA,1985,1,23,82,5,5.9,1,8.1,0.089,0.179,0.111,0.482,0.058,1999-00
1320,John Celestand,LAL,23,193.04,80.739376,Villanova,USA,1999,2,30,16,2.3,0.7,1.3,-3.1,0.006,0.056,0.148,0.388,0.165,1999-00
1321,Doug Christie,TOR,30,198.12,92.98636,Pepperdine,USA,1992,1,17,73,12.4,3.9,4.4,0.3,0.03,0.112,0.194,0.526,0.227,1999-00
1322,Doug Overton,BOS,30,190.5,86.18248,La Salle,USA,1991,2,40,48,3.2,0.7,1.1,-2.9,0.035,0.05,0.185,0.466,0.205,1999-00
1323,Doug West,VAN,33,198.12,99.79024,Villanova,USA,1989,2,38,38,4,1.9,1.1,3.2,0.038,0.109,0.144,0.467,0.123,1999-00
1324,Drew Barry,ATL,27,195.58,86.636072,Georgia Tech,USA,1996,2,57,16,2.6,0.8,2.1,-9.6,0,0.078,0.132,0.582,0.33,1999-00
1325,Duane Causwell,MIA,32,213.36,115.66596,Temple,USA,1990,1,18,25,2.6,1.9,0.1,-14.9,0.064,0.2,0.154,0.614,0.017,1999-00
1326,Earl Boykins,CLE,24,165.1,60.327736,Eastern Michigan,USA,,,,26,5.3,1,1.8,-11.8,0.046,0.076,0.245,0.547,0.345,1999-00
1327,Eddie Jones,CHH,28,198.12,90.7184,Temple,USA,1994,1,10,72,20.1,4.8,4.2,6.3,0.033,0.103,0.236,0.555,0.191,1999-00
1328,Eddie Robinson,CHH,24,205.74,95.25432,Central Oklahoma,USA,,,,67,7,2.7,0.5,6.1,0.059,0.127,0.181,0.569,0.048,1999-00
1329,Elden Campbell,CHH,31,213.36,115.66596,Clemson,USA,1990,1,27,78,12.7,7.6,1.7,2.7,0.076,0.187,0.2,0.5,0.087,1999-00
1330,Eldridge Recasner,CHH,32,193.04,86.18248,Washington,USA,1992,,,7,1,0.6,0.7,-13.6,0,0.118,0.103,0.5,0.278,1999-00
1331,Elliot Perry,NJN,31,182.88,68.945984,Memphis,USA,1991,2,37,60,5.3,1,2.3,-2.5,0.018,0.068,0.219,0.493,0.307,1999-00
1332,Elton Brand,CHI,21,203.2,117.93392,Duke,USA,1999,1,1,81,20.1,10,1.9,-12.8,0.131,0.184,0.269,0.528,0.118,1999-00
1333,Emanual Davis,SEA,31,195.58,88.45044,Delaware State,USA,,,,54,4,1.9,1.3,-2,0.023,0.131,0.176,0.458,0.162,1999-00
1334,Eric Montross,DET,28,213.36,122.46984,North Carolina,USA,1994,1,9,51,0.8,1.4,0.1,-4.6,0.062,0.19,0.111,0.332,0.032,1999-00
1335,Eric Murdock,LAC,32,185.42,86.18248,Providence,USA,1991,1,21,40,5.6,1.9,2.7,-9.9,0.023,0.1,0.19,0.468,0.26,1999-00
1336,Eric Piatkowski,LAC,29,200.66,97.52228,Nebraska,USA,1994,1,15,75,8.7,3,1.1,-13.9,0.045,0.1,0.173,0.53,0.079,1999-00
1337,Eric Snow,PHI,27,190.5,92.532768,Michigan State,USA,1995,2,43,82,7.9,3.2,7.6,1,0.016,0.086,0.129,0.482,0.327,1999-00
1338,Eric Williams,BOS,27,203.2,99.79024,Providence,USA,1995,1,14,68,7.2,2.3,1.4,-2.9,0.044,0.089,0.166,0.531,0.105,1999-00
1339,Erick Dampier,GSW,24,210.82,120.20188,Mississippi State,USA,1996,1,10,21,8,6.4,0.9,-10.1,0.093,0.182,0.19,0.427,0.064,1999-00
1340,Erick Strickland,DAL,26,190.5,95.25432,Nebraska,USA,,,,68,12.8,4.8,3.1,1.1,0.036,0.131,0.196,0.531,0.155,1999-00
1341,Ervin Johnson,MIL,32,210.82,111.13004,New Orleans,USA,1993,1,23,80,4.8,8.1,0.6,3.1,0.128,0.22,0.089,0.55,0.028,1999-00
1342,Etdrick Bohannon,LAC,27,205.74,106.59412,Auburn-Montgomery,USA,,,,13,2.2,2.4,0.4,-9.3,0.137,0.202,0.131,0.615,0.068,1999-00
1343,Evan Eschmeyer,NJN,25,210.82,115.66596,Northwestern,USA,1999,2,34,31,2.9,3.5,0.7,-2.8,0.118,0.218,0.128,0.534,0.088,1999-00
1344,Donyell Marshall,GSW,27,205.74,104.32616,Connecticut,USA,1994,1,4,64,14.2,10,2.6,-10.4,0.09,0.231,0.22,0.478,0.137,1999-00
1345,Felipe Lopez,VAN,25,198.12,88.45044,St. John's (NY),Dominican Republic,1998,1,24,65,4.5,1.9,0.7,-6,0.09,0.102,0.21,0.473,0.1,1999-00
1346,Donny Marshall,CLE,27,200.66,104.32616,Connecticut,USA,1995,2,39,6,1.8,0.2,0,1.6,0,0.029,0.203,0.403,0,1999-00
1347,Don MacLean,PHX,30,208.28,106.59412,UCLA,USA,1992,1,19,16,2.6,1.4,0.5,-8.5,0.043,0.138,0.179,0.407,0.1,1999-00
1348,David Wesley,CHH,29,185.42,91.625584,Baylor,USA,,,,82,13.6,2.7,5.6,1.8,0.016,0.073,0.202,0.519,0.284,1999-00
1349,David Wingate,NYK,36,195.58,83.91452,Georgetown,USA,1986,2,44,7,0.3,0.3,0.4,-29,0.033,0.031,0.145,0.111,0.188,1999-00
1350,DeMarco Johnson,NYK,24,205.74,111.13004,North Carolina-Charlotte,USA,1998,2,38,5,1.2,1.4,0,-0.3,0.097,0.105,0.154,0.333,0,1999-00
1351,Dean Garrett,MIN,33,210.82,113.398,Indiana,USA,1988,2,38,56,2,2.5,0.3,3.1,0.077,0.183,0.105,0.477,0.043,1999-00
1352,Dedric Willoughby,CHI,26,190.5,81.64656,Iowa State,USA,,,,25,7.6,2,2.6,-6,0.024,0.097,0.204,0.472,0.225,1999-00
1353,Dee Brown,TOR,31,187.96,92.98636,Jacksonville,USA,1990,1,19,38,6.9,1.4,2.3,-1.2,0.014,0.075,0.197,0.498,0.214,1999-00
1354,Dell Curry,TOR,36,195.58,92.98636,Virginia Tech,USA,1986,1,15,67,7.6,1.5,1.3,-1.3,0.011,0.099,0.207,0.542,0.141,1999-00
1355,Dennis Rodman,DAL,39,200.66,95.25432,Southeastern Oklahoma State,USA,1986,2,27,12,2.8,14.3,1.2,-7.1,0.136,0.351,0.064,0.457,0.046,1999-00
1356,Dennis Scott,VAN,31,203.2,103.872568,Georgia Tech,USA,1990,1,4,66,5.6,1.6,1,-6.5,0.015,0.091,0.14,0.515,0.089,1999-00
1357,Derek Anderson,LAC,25,195.58,88.45044,Kentucky,USA,1997,1,13,64,16.9,4,3.4,-13.3,0.04,0.098,0.235,0.542,0.179,1999-00
1358,Derek Fisher,LAL,25,185.42,90.7184,Arkansas-Little Rock,USA,1996,1,24,78,6.3,1.8,2.8,13.4,0.013,0.07,0.153,0.449,0.176,1999-00
1359,Derek Hood,CHH,23,203.2,104.32616,Arkansas,USA,,,,2,0,0.5,0,-87.9,0,0.5,0.244,0,0,1999-00
1360,Derek Strong,ORL,32,205.74,108.86208,Xavier,USA,1990,2,47,20,2.7,2.2,0.2,-8.3,0.076,0.236,0.177,0.499,0.04,1999-00
1361,Derrick Coleman,CHH,33,208.28,122.46984,Syracuse,USA,1990,1,1,74,16.7,8.5,2.4,1.2,0.061,0.233,0.253,0.541,0.137,1999-00
1362,Derrick Dial,SAS,24,193.04,83.460928,Eastern Michigan,USA,1998,2,52,8,5,3.3,0.6,10.3,0.156,0.15,0.256,0.415,0.089,1999-00
1363,Derrick McKey,IND,33,208.28,109.315672,Alabama,USA,1987,1,9,32,4.3,4.2,1.1,6,0.058,0.178,0.115,0.524,0.09,1999-00
1364,Detlef Schrempf,POR,37,208.28,106.59412,Washington,USA,1985,1,8,77,7.5,4.3,2.6,7,0.061,0.168,0.176,0.544,0.192,1999-00
1365,Devean George,LAL,22,203.2,99.79024,Augsburg,USA,1999,1,23,49,3.2,1.5,0.2,4.1,0.088,0.135,0.227,0.478,0.061,1999-00
1366,Devin Gray,HOU,28,200.66,108.86208,Clemson,USA,1995,,,21,2.3,1.2,0.2,-7.1,0.096,0.132,0.18,0.492,0.069,1999-00
1367,Dickey Simpkins,CHI,28,205.74,115.66596,Providence,USA,1994,1,21,69,4.2,5.4,1.4,-12.1,0.085,0.177,0.128,0.439,0.105,1999-00
1368,Dikembe Mutombo,ATL,34,218.44,118.387512,Georgetown,Congo,1991,1,4,82,11.5,14.1,1.3,-2.5,0.114,0.308,0.141,0.621,0.054,1999-00
1369,Dion Glover,ATL,21,195.58,103.418976,Georgia Tech,USA,1999,1,20,30,6.5,1.3,0.9,-13.9,0.037,0.059,0.224,0.483,0.108,1999-00
1370,Dirk Nowitzki,DAL,22,213.36,107.501304,None,Germany,1998,1,9,82,17.5,6.5,2.5,0.5,0.038,0.156,0.212,0.564,0.107,1999-00
1371,Don Reid,WAS,26,203.2,113.398,Georgetown,USA,1995,2,58,38,3.8,2.7,0.3,0.1,0.068,0.173,0.135,0.567,0.034,1999-00
1372,Felton Spencer,SAS,32,213.36,120.20188,Louisville,USA,1990,1,6,26,1.9,1.5,0.1,-0.5,0.116,0.185,0.169,0.541,0.035,1999-00
1373,Fred Hoiberg,CHI,27,193.04,92.079176,Iowa State,USA,1995,2,52,31,9,3.5,2.7,-10.2,0.01,0.146,0.167,0.53,0.194,1999-00
1374,Fred Vinson,SEA,29,193.04,86.18248,Georgia Tech,USA,,,,8,1.6,0.1,0,22.6,0,0.021,0.229,0.364,0,1999-00
1375,Jalen Rose,IND,27,203.2,95.25432,Michigan,USA,1994,1,13,80,18.2,4.8,4,4.5,0.016,0.123,0.232,0.547,0.18,1999-00
1376,Jamal Mashburn,MIA,27,203.2,109.315672,Kentucky,USA,1993,1,4,76,17.5,5,3.9,6.6,0.028,0.125,0.238,0.526,0.178,1999-00
1377,James Posey,DEN,23,203.2,97.52228,Xavier,USA,1999,1,18,81,8.2,3.9,1.8,-1.6,0.045,0.125,0.148,0.55,0.106,1999-00
1378,Jamie Feick,NJN,25,203.2,115.66596,Michigan State,USA,1996,2,48,81,5.7,9.3,0.8,-1.1,0.126,0.256,0.107,0.477,0.046,1999-00
1379,Jaren Jackson,SAS,32,198.12,102.0582,Georgetown,USA,,,,81,6.3,2.2,1.5,4.3,0.023,0.098,0.155,0.503,0.112,1999-00
1380,Jason Caffey,GSW,27,203.2,116.119552,Alabama,USA,1995,1,20,71,12,6.8,1.7,-10.1,0.088,0.156,0.195,0.515,0.09,1999-00
1381,Jason Kidd,PHX,27,193.04,96.161504,California,USA,1994,1,2,67,14.3,7.2,10.1,5.8,0.041,0.164,0.199,0.498,0.395,1999-00
1382,Jason Miskiri,CHH,24,187.96,83.91452,George Mason,USA,,,,1,0,0,1,-158.3,0,0,0.125,0,0.5,1999-00
1383,Jason Terry,ATL,22,187.96,78.017824,Arizona,USA,1999,1,10,81,8.1,2,4.3,-7,0.014,0.083,0.191,0.497,0.3,1999-00
1384,Jason Williams,SAC,24,185.42,86.18248,Florida,USA,1998,1,7,81,12.3,2.8,7.3,0.4,0.008,0.077,0.199,0.477,0.297,1999-00
1385,Jeff Foster,IND,23,210.82,107.954896,Texas State,USA,1999,1,21,19,2.3,1.7,0.3,-6.3,0.15,0.247,0.167,0.632,0.088,1999-00
1386,Jeff Hornacek,UTA,37,193.04,86.18248,Iowa State,USA,1986,2,46,77,12.4,2.4,2.6,7.3,0.028,0.074,0.196,0.59,0.151,1999-00
1387,Jeff McInnis,LAC,25,193.04,86.18248,North Carolina,USA,1996,2,37,25,7.2,2.9,3.6,-15,0.031,0.107,0.162,0.465,0.245,1999-00
1388,Jelani McCoy,SEA,22,208.28,111.13004,UCLA,USA,1998,2,33,58,4.3,3.1,0.4,0.3,0.08,0.18,0.156,0.574,0.051,1999-00
1389,Jermaine Jackson,DET,24,195.58,92.532768,Detroit Mercy,USA,,,,7,1,1.6,0.6,3.6,0.019,0.154,0.132,0.241,0.083,1999-00
1390,Jermaine O'Neal,POR,21,210.82,102.511792,None,USA,1996,1,17,70,3.9,3.3,0.3,2.9,0.137,0.173,0.167,0.515,0.036,1999-00
1391,Jerome Kersey,SAS,38,200.66,111.13004,Longwood,USA,1984,2,46,72,4.5,3.1,1,6.4,0.051,0.138,0.149,0.431,0.086,1999-00
1392,Jerome Williams,DET,27,205.74,93.439952,Georgetown,USA,1996,1,26,82,8.4,9.6,0.8,4,0.153,0.278,0.142,0.593,0.053,1999-00
1393,Jerry Stackhouse,DET,25,198.12,98.883056,North Carolina,USA,1995,1,3,82,23.6,3.8,4.5,0,0.043,0.072,0.289,0.545,0.2,1999-00
1394,Jim Jackson,ATL,29,198.12,99.79024,Ohio State,USA,1992,1,4,79,16.7,5,2.9,-5.5,0.04,0.116,0.243,0.496,0.142,1999-00
1395,Jim McIlvaine,NJN,27,215.9,119.748288,Marquette,USA,1994,2,32,66,2.4,3.5,0.5,-0.5,0.109,0.131,0.092,0.439,0.048,1999-00
1396,Joe Kleine,POR,38,210.82,115.66596,Arkansas,USA,1985,1,6,7,1.6,0.9,0.3,23.7,0,0.167,0.214,0.446,0.1,1999-00
1397,Joe Smith,MIN,24,208.28,102.0582,Maryland,USA,1995,1,1,78,9.9,6.2,1.1,3,0.109,0.183,0.194,0.525,0.07,1999-00
1398,Jahidi White,WAS,24,205.74,131.54168,Georgetown,USA,1998,2,43,80,7.1,6.9,0.2,-3.4,0.152,0.261,0.184,0.524,0.015,1999-00
1399,Jacque Vaughn,UTA,25,185.42,86.18248,Kansas,USA,1997,1,27,78,3.7,0.8,1.6,-5.1,0.015,0.074,0.201,0.489,0.247,1999-00
1400,J.R. Reid,MIL,32,205.74,112.037224,North Carolina,USA,1989,1,5,34,4.4,3.4,0.5,-3.8,0.057,0.17,0.131,0.495,0.044,1999-00
1401,Isaiah Rider,ATL,29,195.58,97.52228,Nevada-Las Vegas,USA,1993,1,5,60,19.3,4.3,3.7,-1.3,0.033,0.099,0.289,0.488,0.186,1999-00
1402,Gary Grant,POR,35,190.5,83.91452,Michigan,USA,1988,1,15,3,4,1,0.3,-25.7,0,0.111,0.295,0.429,0.1,1999-00
1403,Gary Payton,SEA,31,193.04,81.64656,Oregon State,USA,1990,1,2,82,24.2,6.5,8.9,2.9,0.032,0.139,0.268,0.535,0.368,1999-00
1404,Gary Trent,DAL,25,203.2,113.398,Ohio,USA,1995,1,11,11,13.7,4.7,2,-9.4,0.067,0.132,0.261,0.499,0.124,1999-00
1405,George Lynch,PHI,29,203.2,103.418976,North Carolina,USA,1993,1,12,75,9.6,7.8,1.8,2.6,0.097,0.169,0.154,0.498,0.089,1999-00
1406,George McCloud,DEN,33,203.2,102.0582,Florida State,USA,1989,1,7,78,10.1,3.7,3.2,-2.4,0.038,0.112,0.176,0.548,0.182,1999-00
1407,Gerard King,WAS,27,205.74,113.398,Nicholls State,USA,,,,62,5.3,4,0.8,-1.3,0.087,0.188,0.146,0.534,0.075,1999-00
1408,Gheorghe Muresan,NJN,29,231.14,137.438376,None,USA,1993,2,30,30,3.5,2.3,0.3,4.8,0.103,0.163,0.202,0.492,0.056,1999-00
1409,Glen Rice,LAL,33,203.2,99.79024,Michigan,USA,1989,1,4,80,15.9,4.1,2.2,7.9,0.024,0.114,0.221,0.551,0.11,1999-00
1410,Glenn Robinson,MIL,27,200.66,104.32616,Purdue,USA,1994,1,1,81,20.9,6,2.4,1.8,0.043,0.149,0.273,0.534,0.112,1999-00
1411,Grant Hill,DET,27,203.2,102.0582,Duke,USA,1994,1,3,74,25.8,6.6,5.2,3.7,0.041,0.164,0.304,0.565,0.253,1999-00
1412,Grant Long,VAN,34,205.74,112.490816,Eastern Michigan,USA,1988,2,33,42,4.8,5.6,1,-1.1,0.111,0.197,0.123,0.512,0.076,1999-00
1413,David Robinson,SAS,34,215.9,113.398,Navy,USA,1987,1,1,80,17.8,9.6,1.8,8.5,0.091,0.251,0.26,0.568,0.101,1999-00
1414,Greg Anthony,POR,32,185.42,81.64656,Nevada-Las Vegas,USA,1991,1,12,82,6.3,1.6,2.5,9.1,0.014,0.085,0.168,0.551,0.218,1999-00
1415,Greg Foster,SEA,31,210.82,113.398,Texas-El Paso,USA,1990,2,35,60,3.4,1.8,0.7,-0.3,0.025,0.137,0.168,0.43,0.091,1999-00
1416,Greg Ostertag,UTA,27,218.44,127.00576,Kansas,USA,1995,1,28,81,4.5,6,0.2,4.6,0.137,0.22,0.125,0.525,0.018,1999-00
1417,Hakeem Olajuwon,HOU,37,213.36,115.66596,Houston,Nigeria,1984,1,1,44,10.3,6.2,1.4,-3.2,0.071,0.226,0.228,0.484,0.102,1999-00
1418,Harold Jamison,MIA,23,203.2,117.93392,Clemson,USA,,,,12,1.5,1.8,0.3,-14.6,0.203,0.081,0.186,0.322,0.1,1999-00
1419,Haywoode Workman,TOR,34,187.96,81.64656,Oral Roberts,USA,1989,2,49,36,2.4,0.7,1.7,-9,0.003,0.086,0.147,0.445,0.272,1999-00
1420,Hersey Hawkins,CHI,33,190.5,90.7184,Bradley,USA,1988,1,6,61,7.9,2.9,2.2,-14.3,0.022,0.103,0.15,0.562,0.154,1999-00
1421,Horace Grant,SEA,34,208.28,111.13004,Clemson,USA,1987,1,10,76,8.1,7.8,2.5,1.8,0.068,0.175,0.117,0.472,0.101,1999-00
1422,Howard Eisley,UTA,27,187.96,81.64656,Boston College,USA,1994,2,30,82,8.6,2.1,4.2,-1,0.014,0.083,0.19,0.492,0.286,1999-00
1423,Hubert Davis,DAL,30,195.58,83.007336,North Carolina,USA,1992,1,20,79,7.4,1.7,1.8,-4.3,0.01,0.071,0.138,0.585,0.113,1999-00
1424,Ike Austin,WAS,30,208.28,122.46984,Arizona State,USA,1991,2,48,59,6.7,4.8,1.3,-8.2,0.062,0.216,0.199,0.481,0.104,1999-00
1425,Ira Bowman,PHI,27,195.58,88.45044,Pennsylvania,USA,,,,11,0.5,0.2,0.1,-32.1,0,0.095,0.109,0.868,0.125,1999-00
1426,Greg Buckner,DAL,23,193.04,95.25432,Clemson,USA,1998,2,53,48,5.7,3.6,1.1,3.3,0.068,0.141,0.146,0.527,0.088,1999-00
1427,Darvin Ham,MIL,26,200.66,104.32616,Texas Tech,USA,,,,35,5.1,4.9,1.2,4.9,0.123,0.126,0.106,0.545,0.074,1999-00
1428,Darrick Martin,SAC,29,180.34,77.11064,UCLA,USA,,,,71,5.7,0.6,1.7,1.9,0.009,0.045,0.228,0.5,0.225,1999-00
1429,Darrell Armstrong,ORL,32,185.42,81.64656,Fayetteville State,USA,,,,82,16.2,3.3,6.1,0.4,0.027,0.085,0.235,0.542,0.309,1999-00
1430,Antonio Harvey,POR,29,210.82,102.0582,Pfeiffer,USA,,,,19,2.2,1.7,0.3,13.1,0.08,0.169,0.168,0.581,0.057,1999-00
1431,Antonio Lang,PHI,28,203.2,92.98636,Duke,USA,1994,2,29,10,0.6,0.5,0.2,-13.4,0,0.172,0.111,0.366,0.091,1999-00
1432,Antonio McDyess,DEN,25,205.74,99.79024,Alabama,USA,1995,1,2,81,19.1,8.5,2,-3.6,0.095,0.183,0.271,0.539,0.108,1999-00
1433,Armen Gilliam,UTA,36,205.74,117.93392,Nevada-Las Vegas,USA,1987,1,2,50,6.7,4.2,0.8,-4.7,0.104,0.203,0.234,0.486,0.106,1999-00
1434,Arvydas Sabonis,POR,35,220.98,132.448864,None,Lithuania,1986,1,24,66,11.8,7.8,1.8,9,0.071,0.27,0.215,0.568,0.113,1999-00
1435,Austin Croshere,IND,25,205.74,106.59412,Providence,USA,1997,1,12,81,10.3,6.4,1.1,8.2,0.087,0.222,0.212,0.553,0.078,1999-00
1436,Avery Johnson,SAS,35,180.34,81.64656,Southern,USA,,,,82,11.2,1.9,6,6.3,0.015,0.053,0.192,0.5,0.319,1999-00
1437,B.J. Armstrong,CHI,32,187.96,83.91452,Iowa,USA,1989,1,18,27,7.4,1.7,2.9,-12.9,0.004,0.09,0.19,0.51,0.26,1999-00
1438,Baron Davis,CHH,21,190.5,95.25432,UCLA,USA,1999,1,3,82,5.9,2,3.8,1.7,0.037,0.086,0.188,0.486,0.334,1999-00
1439,Ben Davis,PHX,27,205.74,111.13004,Arizona,USA,1996,2,43,5,0.8,1.8,0.4,-30.9,0.125,0.375,0.188,0.333,0.167,1999-00
1440,Ben Wallace,ORL,25,205.74,108.86208,Virginia Union,USA,,,,81,4.8,8.2,0.8,1.9,0.116,0.246,0.097,0.508,0.047,1999-00
1441,Benoit Benjamin,CLE,35,213.36,113.398,Creighton,USA,1985,1,3,3,0.7,0.3,0,46.4,0,0.1,0.189,0.333,0,1999-00
1442,Bill Curley,GSW,28,205.74,111.13004,Boston College,USA,1994,1,22,28,2.7,1.8,0.5,-14.1,0.062,0.133,0.141,0.481,0.073,1999-00
1443,Bill Wennington,SAC,37,213.36,111.13004,St. John's (NY),USA,1985,1,16,7,2,2.7,0.1,-7.8,0.091,0.286,0.169,0.335,0.029,1999-00
1444,Billy Owens,GSW,31,205.74,102.0582,Syracuse,USA,1991,1,3,62,6,4.9,1.6,-2.7,0.079,0.17,0.162,0.462,0.122,1999-00
1445,Bimbo Coles,ATL,32,187.96,82.553744,Virginia Tech,USA,1990,2,40,80,8.1,2.2,3.6,-5.5,0.017,0.081,0.175,0.494,0.239,1999-00
1446,Bo Outlaw,ORL,29,203.2,95.25432,Houston,USA,,,,82,6,6.4,3,6,0.097,0.148,0.1,0.597,0.148,1999-00
1447,Bob Sura,CLE,27,195.58,90.7184,Florida State,USA,1995,1,17,73,13.8,3.9,3.9,-3.6,0.025,0.12,0.208,0.545,0.215,1999-00
1448,Bobby Jackson,MIN,27,185.42,83.91452,Minnesota,USA,1997,1,23,73,5.1,2.1,2.4,-2.4,0.054,0.113,0.195,0.474,0.262,1999-00
1449,Bobby Phills,CHH,30,195.58,95.25432,Southern,USA,1991,2,45,28,13.6,2.5,2.8,0.8,0.024,0.077,0.219,0.524,0.175,1999-00
1450,Bonzi Wells,POR,23,195.58,95.25432,Ball State,USA,1998,1,11,66,8.8,2.8,1.5,6.2,0.089,0.102,0.252,0.54,0.153,1999-00
1451,Brad Miller,CHH,24,213.36,118.387512,Purdue,USA,,,,55,7.7,5.3,0.8,9.9,0.136,0.198,0.19,0.558,0.076,1999-00
1452,Brent Barry,SEA,28,198.12,88.45044,Oregon State,USA,1995,1,15,80,11.8,4.7,3.6,0.6,0.02,0.133,0.15,0.609,0.157,1999-00
1453,Antonio Davis,TOR,31,205.74,104.32616,Texas-El Paso,USA,1990,2,45,79,11.5,8.8,1.3,0.6,0.106,0.213,0.179,0.52,0.066,1999-00
1454,Antonio Daniels,SAS,25,193.04,92.98636,Bowling Green,USA,1997,1,4,68,6.2,1.3,2.6,8.7,0.016,0.066,0.174,0.541,0.247,1999-00
1455,Antoine Walker,BOS,23,205.74,111.13004,Kentucky,USA,1996,1,6,82,20.5,8,3.7,-0.2,0.071,0.18,0.283,0.494,0.178,1999-00
1456,Antoine Carr,VAN,38,205.74,102.0582,Wichita State,USA,1983,1,8,21,3.2,1.5,0.3,-18.8,0.047,0.129,0.168,0.477,0.063,1999-00
1457,Aaron Williams,WAS,28,205.74,102.0582,Xavier,USA,,,,81,7.6,5,0.7,2.2,0.122,0.186,0.18,0.572,0.062,1999-00
1458,Adam Keefe,UTA,30,205.74,104.32616,Stanford,USA,1992,1,10,62,2.2,2.2,0.5,-3.3,0.097,0.187,0.149,0.463,0.093,1999-00
1459,Adonal Foyle,GSW,25,208.28,113.398,Colgate,St. Vincent & Grenadines,1997,1,8,76,5.5,5.6,0.6,-9.8,0.104,0.163,0.127,0.5,0.04,1999-00
1460,Adrian Griffin,BOS,25,195.58,97.52228,Seton Hall,USA,,,,72,6.7,5.2,2.5,-1.1,0.071,0.156,0.129,0.503,0.135,1999-00
1461,Al Harrington,IND,20,205.74,115.212368,None,USA,1998,1,25,50,6.6,3.2,0.8,6,0.066,0.151,0.201,0.524,0.073,1999-00
1462,Alan Henderson,ATL,27,205.74,106.59412,Indiana,USA,1995,1,16,82,13.2,7,0.9,-6.7,0.104,0.123,0.194,0.503,0.045,1999-00
1463,Aleksandar Radojevic,TOR,23,220.98,111.13004,Barton Community College,USA,1999,1,12,3,2.3,2.7,0.3,-22.1,0.061,0.231,0.228,0.363,0.077,1999-00
1464,Allan Houston,NYK,29,198.12,90.7184,Tennessee,USA,1993,1,11,82,19.7,3.3,2.7,2.6,0.015,0.085,0.24,0.569,0.13,1999-00
1465,Allen Iverson,PHI,25,182.88,74.84268,Georgetown,USA,1996,1,1,70,28.4,3.8,4.7,1.2,0.027,0.078,0.339,0.496,0.22,1999-00
1466,Alonzo Mourning,MIA,30,208.28,118.387512,Georgetown,USA,1992,1,2,79,21.7,9.5,1.6,5.8,0.096,0.212,0.282,0.596,0.086,1999-00
1467,Alvin Williams,TOR,25,195.58,83.91452,Villanova,USA,1997,2,47,55,5.3,1.5,2.3,-4.8,0.035,0.083,0.198,0.463,0.258,1999-00
1468,Brent Price,VAN,31,185.42,83.91452,Oklahoma,USA,1992,2,32,41,3.4,0.9,1.7,-3.7,0.022,0.083,0.194,0.518,0.271,1999-00
1469,Andrae Patterson,MIN,24,205.74,107.954896,Indiana,USA,1998,2,46,5,1.2,0.4,0.2,-9.8,0.053,0.083,0.099,0.75,0.063,1999-00
1470,Andrew DeClercq,CLE,27,208.28,104.32616,Florida,USA,1995,2,34,82,6.6,5.4,0.7,-2.6,0.095,0.173,0.149,0.53,0.05,1999-00
1471,Andrew Lang,NYK,34,210.82,124.7378,Arkansas,USA,1988,2,28,19,3.1,3.2,0.2,0.7,0.076,0.198,0.14,0.44,0.021,1999-00
1472,Anfernee Hardaway,PHX,28,200.66,97.52228,Memphis,USA,1993,1,3,60,16.9,5.8,5.3,8.8,0.047,0.121,0.212,0.549,0.23,1999-00
1473,Antawn Jamison,GSW,24,205.74,101.151016,North Carolina,USA,1998,1,4,43,19.6,8.3,2.1,-8.3,0.108,0.131,0.257,0.496,0.102,1999-00
